product_id,date,customer_name,rating,sentiment,comment
QK730EL0CX5AKNAFAMZ-1290245,11/5/2019, A*** ,1,negative,নস্ট ছিলো
QK730EL0CX5AKNAFAMZ-1290245,8/23/2021, Asif H ,2,negative,প্রডাক্ট টা অরিজিনাল মনে হল না আগেও এই এয়ারফোন টা নিয়েছিলাম কিন্ত এই বার সেলার যে পণ্যটি পাঠিয়েছে তা আসল নয় সাউন্ড কোয়ালিটি খুবই বাজে
QK730EL0CX5AKNAFAMZ-1290245,4/9/2022, Md R ,2,negative,অরিজিনাল হেডফোন মনে হচ্ছে না
183837199_BD-1128409099,1/14/2022,0***5,5,positive,অনেক অনেক অনেক ভালো একটি প্রোডাক্টআপনারা নিঃসন্দেহে দারাজ থেকে প্রোডাক্ট অর্ডার করতে পারেন অনেক সুন্দর লিপস্টিক এর কালার
183837199_BD-1128409099,12/10/2021,এপি র,5,positive,জাস্ট ওয়াও একটা লিপিস্টিক  আমার খুবই পছন্দ হয়েছে থ্যাংক ইউ
183837199_BD-1128409099,12/30/2021,*******652,5,positive,আলহামদুলিল্লাহ  খুব পছন্দ হয়েছে জিনিসটা  ধন্যবাদ দারাজকে দারাজের সেলার ভাইয়াকে সবাই নিসচিন্তে অর্ডার করতে পারেন 
183837199_BD-1128409099,12/12/2021,Prim R,1,negative,বাজে বাজে বাজে  কোনো পিগমেন্ট নেই  একদম টাকা নষ্ট 
183837199_BD-1128409099,1/14/2022,0***5,1,negative,যেমন‌ চিন্তা করেছি তেমনটা হয়নাই  খুব খারাপ
183837199_BD-1128409099,11/8/2021,*******801,1,negative,খুব বাজে ছিল আমি করব কেউ এইটা নিয়েন না 
183837199_BD-1128409099,11/10/2021,1***8,3,negative,দাম টা কম হলে ভালো হত
204233787_BD-1152305069,1/14/2022,Nayyem I,5,positive,এই ব্যাগ দোকানে এই দামে পাওয়া যাবেনা যেই কালার চেয়েছি তাই দিয়েছে ছোটো বাচ্চাদের জন্য নিতে পারেন
204233787_BD-1152305069,1/17/2022,Shawon,5,positive,এই শপ থেকে এই পণ্যটি সবাই নিতে পারেন  আমি দারাজের একজন নিয়মিত ক্রেতা হিসেবে পরামর্শ দিচ্ছি ছবির সাথে হুবহু মিল আছে আমার কাছে ভালো ক্যামেরা না থাকায় ছবি তুলে দিতে পারিনি ভয়ের কিছু নেই পণ্যটি একদম অরিজিনাল বিক্রেতা ভাই খুবই ভালো মনের মানুষ উনি অত্যন্ত আন্তরিক আর ভালো স্বভাবের আনবক্সিং করে কোনো / পাইনি সেইম টু সেইম ইভেন প্রত্যাশার থেকে বেশি কিছু আর এই দামে বেস্ট প্রডাক্টটি পেয়েছি আমি % সন্তুষ্ট সেলার ভাই খুব যত্ন করে প্রডাক্ট চেক করে দিয়েছেন  কোথাও কোনো ফল্ট/খুঁত নেই আর প্যাকেজিং খুবই স্ট্যন্ডার্ড মানের ডেলিভারী পেয়েছি সুপার ফাস্ট বিক্রেতা ভাইয়ের জন্য আমার মন থেকে দোয়া ও নিরন্তর শুভকামনা রইলো উনি যাতে প্রতিনিয়ত ভালো থাকে আর ব্যবসায় উন্নতি করতে পারে আর আমি নাজিমউদ্দীন রোড  ঢাকা  এই কালেকশন পয়েন্ট থেকে প্রডাক্ট রিসিভ করি আর তাদের ব্যবহারও অমায়িক গার্ড থেকে শুরু করে সবাই খুবই আন্তরিক আর হেল্পফুল বিশেষকরে প্রডাক্ট ডেলিভারি কাউন্টারের জান্নাত আপুটা উনি অসাধারণ স্মার্ট আর এক্টিভ সবকিছু মিলিয়ে দারাজ বাংলাদেশকে কৃতজ্ঞতা ও ধন্যবাদ জানাই
204233787_BD-1152305069,1/14/2022,*******751,5,positive,ধন্যবাদ দিয়ে ছোট করতে চাই না দারাজ কে আরো উৎস দিবো যেনো সব সময় এরকম সব মানুষকে খুসি করে যেরকম আমি খুসি হইছি
144906075_BD-1109262093,11/15/2021,A***,5,positive,ধন্যবাদ জানাই সেলার কে প্যাকেজিং টাও অনেক সুন্দর ছিল যেটা ওডার করেছিলাম সেটাই পেয়েছি কালার টা সুন্দর অল্প দামের মধ্য সুন্দর একটা জিনিষ পেয়ে খুব খুশি হয়েছি
144906075_BD-1109262093,9/29/2021,M***,3,positive,প্রাইস অনুসারে টিক আসে 
144906075_BD-1109262093,11/8/2021,A***,1,negative,প্যাকেজিং এর অবস্থা খুবই বাজে প্রোডাক্টের গায়ে কিছু দাগ আছে সেলারের মনে হয় আর ব্যবসা করার ইচ্ছা নাই তাই এমন প্রোডাক্টের দিছে সেলার এর রেটিং 1 প্রোডাক্ট এর রেটিং 3
144906075_BD-1109262093,10/17/2021,Soayeb K,5,positive,ভালো কিনতে পারেন  যদি ফোনটা টাইট করে ধরে রাখার কোনো ক্লীপ থাকতো আরো ভালো হতো  কারন নাড়া লাগলে ফোন পরে যাবার সম্ভাবনা আছে  
144906075_BD-1109262093,1/27/2021,1***9,5,negative,ফালতু একটা কোম্পানি পেমেন্ট করলাম 2 টার দিল একটা চামারি করে আর কতো দিন খাবি
144906075_BD-1109262093,9/6/2021,Shehab B,1,negative,বাজে সেলারপ্রোডাক্ট প্যাকেট খোলা ছিল প্রোডাক্টের গায়ে ময়লা লেগে ছিল সামনের দিকে ডেমেজ স্পট ছিল প্রোডাক্ট ওজনে বেশ হালকা একভারী মোবাইল নিতে পারেনা
144906075_BD-1109262093,8/19/2021,Mondira D,3,negative,তেমন ভালো না মোটামুটি আবার স্টিকার একটার নেই মেসেজ দিয়ে বলেছিলাম ভালো দেখে দিবেন এর থেকে টাকার গুলা কিনলেই ভালো ছিলো
144906075_BD-1109262093,10/30/2021,RIFAT T,3,negative,একদম বাজে ফিনিশিং অনেক ফালতু যা দাম নেয়া হয়েছে আরও ভালো হতে পারত
117266684_BD-1036476543,12/4/2021,MD M,5,positive,খুব ভালো মানে প্রডাক
117266684_BD-1036476543,12/14/2021,Antor B,5,positive,সেলার কে ও ধন্যবাদ অরিজিনাল প্রডাক্ট দেওয়ার জন্য আশা করি এরকম অথেন্টিক জিনিসগুলো দিয়ে ভোক্তাদের মন জয় করবেন তাহলে ব্যবসায় খুব উন্নতি করতে পারবেন ধন্যবাদ
117266684_BD-1036476543,12/14/2021,Antor B,5,positive,ডেলিভারি বয়ের ব্যবহার খুব ভাল ছিল
117266684_BD-1036476543,1/3/2022,Hasib,5,positive,অনেক ভালো কাজ করে 
117266684_BD-1036476543,1/30/2022,0***3,5,positive,অশংক্ষ ধন্যবাদ আপনাদের  সঠিক সময়ের মধ্যে পৌঁছে দেয়ার জন্য  আমার অডার কিত সঠিক জিনিস টি দেয়ার জন্যে
117266684_BD-1036476543,5/16/2021,1***5,1,negative,হোয়াইট রাইস এর জায়গায় শুধু রাইস লেখা প্যাকেট দিয়েছে এটি খুবই খারাপ  আশা করি পরবর্তীতে এ ধরনের কাজ করবে না সেলার
117266684_BD-1036476543,9/25/2021,Sword M,5,positive,খুবকম সময়ের মধ্য ডেলিভারি পাইছি ব্যবহার এখনো করিনি  দেখ যাক ব্যবহারে কি ফলাফল আসে
162042329_BD-1094104069,12/29/2021,*******087,5,positive,অনেক সুন্দর যেমন দেখেছি ঠিক সে রকমই আমার খুব পছন্দ হয়েছে 
162042329_BD-1094104069,12/29/2021,*******087,5,positive,সেলার ম্যান ও খুবই ভালো খুব তাড়াতাড়ি ডেলিভারি ও দিয়েছ আপনারা সবাই নিতে পারেন
162042329_BD-1094104069,1/14/2022,K***,1,positive,ভাই আমি একবারে প্রোডাক্টটা ভালো পাইনি আমি চেয়েছিলাম কি আপনি দিয়েছেন কি আপনি যেভাবে মানুষকে ঠকাচ্ছেন আল্লাহর চোখের সইবে না আল্লাহর দোয়ায় আল্লাহকে বলছি আপনি যেন তারাতারি ভালো হয়ে যান আপনার ব্যক্তিগত তাড়াতাড়ি বন্ধ হওয়া দরকার নেই তুমি আমার এই দাবিটা রাখুক
162042329_BD-1094104069,12/15/2021,1***6,5,positive,ভাই অনেক সুন্দর লাগলো এবং ভালো লাগছে 
162042329_BD-1094104069,12/28/2021,Debashish D,4,positive,ভালো
162042329_BD-1094104069,4/29/2021,harun,2,negative,চাইলাম কোনটা আর দিলেন কোনটা এমন করলে ডারাজে প্রডাক্ট কিনবো কি করে
162042329_BD-1094104069,2/17/2021,1***8,4,positive,খুব ভালো প্রোডাক্ট
162042329_BD-1094104069,12/26/2020,Roksana A,4,positive,দাম অনুযায়ী খুবই ভালো
162042329_BD-1094104069,11/21/2021,Abdul G,4,positive,দাম অনুযায়ী ভাল
162042329_BD-1094104069,3/1/2021,Md E,4,positive,মোটামুটি ভালো
162042329_BD-1094104069,1/7/2021,Abdul ,4,positive,খারাপ না
135348530_BD-1057338237,10/10/2021, Md   ,1,negative,পাওয়ার অন হচ্ছে না আমি একদম আশাহত
135348530_BD-1057338237,3/29/2022, Eng  S ,1,negative,ভাই উপরে ফিটফাট ভিতরে সদরঘাট 
135348530_BD-1057338237,10/24/2021, ম*** ,1,negative,খুবই দ্রুততার সাথে প্রডাক্ট ডেলিভারি দিলেও ডেলিভারিকৃত প্রডাকটি ছিলো নষ্ট সাধারনত প্রডাক্টের প্যাকেট দারাজের সীলযুক্ত টেপ দ্বারা আবদ্ধ করা থাকলেও আমাকে ডেলিভারিকৃত প্রডাক্টের প্যাকেটে এধরনের কোন টেপ ছিলোনা প্রডাক্ট যেন যেকোন ধরনের চাপমুক্ত থাকতে পারে এই জন্য যে ধরনের বাবল টাইপ পলি থাকে  এমন কোন পলি ছিলোনা যা আমি দ্বিতীয়বার ভিন্ন দোকান থেকে একই প্রডাক্ট কিনতে গিয়ে পেয়েছি
135348530_BD-1057338237,10/24/2021, ম*** ,1,negative,নষ্ট প্রডাক্টির ফেরত দেয়ার উদ্যেশ্যে রিফান্ড রিকুয়েস্ট পাঠিয়ে দিয়ে চুপচাপ বসে থেকেছি  দিন বাকি যা কিছু করার তার সবই করেছে দারাজ তারা আমার ফেরতকৃত প্রডাক্ট বিক্রেতার মুখে ছুড়ে মেরেছে তাদের কাছথেকে টাকা বুঝে নিয়ে এই  দিনে আমার একাউন্টে রিফান্ড করে জানিয়ে দিয়েছে  এখন যা খুশি কিনুন যেখান থেকে খুশি কিনুন আমিও সেইম প্রডাক্ট ভিন্ন দোকান থেকে অর্ডার করে এখন প্রায়  সপ্তাহ হলো খুব ভালোই ইউজ করছি
135348530_BD-1057338237,2/22/2021,shaheb S,5,positive,এক কথায় অসাধারণ ছিলো 
135348530_BD-1057338237,2/22/2021,shaheb S,5,positive,খুব তাড়াতাড়ি ডেলিভারি পাইছি  ধন্যবাদ দারাজ   
135348530_BD-1057338237,11/27/2021,1***0,5,positive,অসাম প্রোর্ডক্ট  খুব ভাল লাগছে প্রোর্ডাক্ট 
135348530_BD-1057338237,4/25/2021,এ***,5,positive,10 12 দিন যাবত ব্যবহার করছি অরিজিনাল প্রডাক্ট দারাজ কে ধন্যবাদ
135348530_BD-1057338237,9/12/2021,Lingkon,4,negative,খালি প্যাকেট দরাইয়া দিছে কারো প্রভু লাগলে ভিডিও নিতে পারেন
123136775_BD-1043240836,1/25/2021,Rubel,5,positive,এই টাকায় অনেক ভাল একটি প্রডাক্ট ছেলার গিফট হিসেবে একটি মাক্স দিছে
123136775_BD-1043240836,6/21/2021,MD A,5,negative,জিনিসগুলো ভালো না
123136775_BD-1043240836,2/1/2021,*******095,5,positive,জিনিসটা অনেক সুন্দর ছিল 
123136775_BD-1043240836,7/17/2020,Abu S,5,negative,একদম নিম্নমানের জিনিস তারমধ্যে আয়রনের স্থানটা ভাঙ্গা
123136775_BD-1043240836,1/14/2022,0***0,5,positive,কোব ভাল লাগল ধন্যবাদ দারাজ
123136775_BD-1043240836,7/24/2020,Nazmul A,5,negative,বেইজের সিমেন্ট গুরা গুড়া হয়ে খসে পড়ছে কারেন্টে দিতেই কিছুক্ষণ পর ধোঁয়া বেরোচ্ছে  জানিনা কতদিন টিকবে
123136775_BD-1043240836,6/21/2021,R***,5,positive,প্রডাক্ট কোয়ালিটি অসাধারণ আপনারাও নিতে পারেন ধন্যবাদ সেলার কে ধন্যবাদ দারাজ
123136775_BD-1043240836,6/21/2021,R***,5,positive,পেকেজি ভালো ছিলো
123136775_BD-1043240836,5/30/2021,Muhammad R,5,negative,প্যাকেজিং এর দিকে আরেকটু লক্ষ্য রাখ উচিত ছিল স্ট্যান্ডটা খুবই বাজে ছিল
123136775_BD-1043240836,8/9/2020,Md F,1,negative,একবার অন হবার পরেই নষ্ট হয়ে গেছে আর কাজ করে না 
123136775_BD-1043240836,8/14/2021,SM A,1,negative,ফালতু জিনিস কোন কাজের না তাতাল খুবই নরলাম এতো কম গরম হয় যে কোন কাজই হয় না
116796437_BD-1035802921,11/29/2021, 1***2,1,negative,আমি অর্ডার করেছি স্প্রে বোতল আমাকে দিয়েছে নোজ আপ এটা পাগলামি ছাড়া আর কিছুই না
116796437_BD-1035802921,7/18/2020, F*** ,1,negative, টাকার জিনিস  টাকায় নিলাম  তাও মুখটা বাকা দিছছ আমানত দারী নাই দেখে তোদের জীবনে উন্নতি নাই
116796437_BD-1035802921,10/31/2021, Shoaib S ,1,negative,খুব নিম্ন শ্রেণীর পুশ করেও বের হয়না রাস্তায় ফেলায় দিলাম অফিসের পিওন আমাকে দেখালো এর চেয়েও কম দামে সে ফুটপাথ থেকে কিনে ভালোভাবে ব্যাবহার করছে
